type_survey,date_elec,id_pollster,pollster,media,field_date_from,field_date_to,exit_poll,size,turnout,UCD,PSOE,PCE,AP,CIU,PA,EAJ-PNV,HB,ERC,EE,CDS,FN,PAD,PRD,MUC,IU,CG,PAR,AIC,UV,EA,PP,LV,ARM,PDP,CC,PAP,BNG,ICV,EH,UPYD,AMAIUR,CS,DIL-CDC,EH-BILDU,UP,PACMA,PODEMOS,COMPROMIS,VOX,JXCAT-JUNTS,NA-SUMA,PDECAT,CC-NC,PRC,MP,CUP,TE,EV
national,2008-03-09,pollster-41,ASEP,NA,2007-11-12,2007-11-18,FALSE,1203,77.6,NA,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-49,GESOP,EL PERIÓDICO,2007-11-12,2007-11-17,FALSE,1500,NA,NA,43.5,NA,NA,2.8,NA,1.4,NA,1.8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-42,TNS DEMOSCOPIA,ANTENA 3,2007-11-13,2007-11-13,FALSE,NA,72.1,NA,41.4,NA,NA,2.7,NA,1.5,NA,2.3,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,39,NA,NA,NA,0.8,NA,0.9,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-39,IPSOS,EXPANSIÓN,2007-11-09,2007-11-11,FALSE,NA,68,NA,41.4,NA,NA,3,NA,1.6,NA,2.1,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-54,INVYMARK,LA SEXTA,2007-11-05,2007-11-09,FALSE,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-18,SIGMA DOS,EL MUNDO,2007-11-07,2007-11-08,FALSE,800,NA,NA,42.2,NA,NA,3,NA,1.3,NA,2.2,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-11-06,2007-11-06,FALSE,1000,NA,NA,44.5,NA,NA,3,NA,1.4,NA,1.9,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-51,OBRADOIRO DE SOCIOLOXÍA,PÚBLICO,2007-11-04,2007-11-04,FALSE,NA,NA,NA,41.7,NA,NA,2.9,NA,1.4,NA,2.2,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-54,INVYMARK,LA SEXTA,2007-10-29,2007-11-02,FALSE,1100,NA,NA,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-19,CIS,NA,2007-10-22,2007-10-29,FALSE,2493,NA,NA,39.7,NA,NA,3.1,NA,1.5,NA,2.1,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-10-23,2007-10-23,FALSE,1000,NA,NA,44,NA,NA,3.2,NA,1.4,NA,1.9,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-10-15,2007-10-21,FALSE,1202,76.2,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-39,IPSOS,EXPANSIÓN,2007-10-12,2007-10-15,FALSE,NA,66,NA,42.7,NA,NA,3.1,NA,1.8,NA,2,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-42,TNS DEMOSCOPIA,ANTENA 3,2007-10-10,2007-10-10,FALSE,NA,70.2,NA,40.6,NA,NA,3.2,NA,1.4,NA,2.3,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,39.5,NA,NA,NA,0.7,NA,0.9,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-10-09,2007-10-09,FALSE,1000,NA,NA,44,NA,NA,3,NA,1.8,NA,2.3,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-25,DYM,ABC,2007-10-01,2007-10-04,FALSE,1000,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-45,NOXA,LA VANGUARDIA,2007-09-28,2007-10-03,FALSE,1000,NA,NA,42.3,NA,NA,2.5,NA,1.1,NA,1.6,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-51,OBRADOIRO DE SOCIOLOXÍA,PÚBLICO,2007-09-21,2007-09-28,FALSE,3067,NA,NA,41,NA,NA,3.1,NA,1.4,NA,2.5,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-09-26,2007-09-26,FALSE,NA,NA,NA,44,NA,NA,2.5,NA,1.2,NA,1.7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-09-17,2007-09-23,FALSE,1213,77.3,NA,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-54,INVYMARK,LA SEXTA,2007-09-10,2007-09-14,FALSE,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-09-13,2007-09-13,FALSE,NA,NA,NA,44,NA,NA,3.5,NA,1.2,NA,1.8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-42,TNS DEMOSCOPIA,ANTENA 3,2007-09-11,2007-09-11,FALSE,NA,71.6,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-39,IPSOS,EXPANSIÓN,2007-09-07,2007-09-10,FALSE,NA,68,NA,40.3,NA,NA,2.8,NA,1.8,NA,1.9,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-18,SIGMA DOS,EL MUNDO,2007-08-28,2007-08-31,FALSE,800,NA,NA,41.1,NA,NA,2.7,NA,1.6,NA,2.3,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-08-29,2007-08-29,FALSE,1000,NA,NA,44,NA,NA,4.5,NA,1.3,NA,1.9,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-19,CIS,NA,2007-07-06,2007-07-18,FALSE,2483,NA,NA,40.5,NA,NA,2.9,NA,1.5,NA,1.9,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-42,TNS DEMOSCOPIA,ANTENA 3,2007-07-17,2007-07-17,FALSE,NA,69.3,NA,41.7,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-07-09,2007-07-15,FALSE,1200,75.1,NA,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-54,INVYMARK,LA SEXTA,2007-07-09,2007-07-13,FALSE,NA,NA,NA,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-45,NOXA,LA VANGUARDIA,2007-07-06,2007-07-08,FALSE,1000,NA,NA,44.1,NA,NA,2.8,NA,1.4,NA,2,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-39,IPSOS,EXPANSIÓN,2007-07-06,2007-07-08,FALSE,NA,70,NA,43.1,NA,NA,2.2,NA,1.4,NA,1.7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-53,METROSCOPIA,ABC,2007-07-04,2007-07-05,FALSE,1000,NA,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-07-04,2007-07-04,FALSE,NA,NA,NA,45,NA,NA,4.5,NA,1.5,NA,1.7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-42,TNS DEMOSCOPIA,ANTENA 3,2007-06-19,2007-06-19,FALSE,NA,70.9,NA,41,NA,NA,3.1,NA,1.5,NA,2,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,40.3,NA,NA,NA,0.7,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-06-11,2007-06-17,FALSE,1213,74.2,NA,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-49,GESOP,EL PERIÓDICO,2007-06-13,2007-06-15,FALSE,800,NA,NA,42.2,NA,NA,3,NA,1.3,NA,1.7,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-57,IBERCONSULTA,LA RAZÓN,2007-06-11,2007-06-13,FALSE,1000,73.3,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,40.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-06-12,2007-06-12,FALSE,1000,NA,NA,43,NA,NA,3,NA,1.5,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-39,IPSOS,EXPANSIÓN,2007-06-01,2007-06-03,FALSE,NA,69,NA,40.4,NA,NA,2.9,NA,1.6,NA,2.1,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-05-30,2007-05-30,FALSE,1000,NA,NA,44,NA,NA,2.5,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-05-14,2007-05-20,FALSE,1213,79.6,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-39,IPSOS,EXPANSIÓN,2007-05-11,2007-05-13,FALSE,NA,70,NA,40.8,NA,NA,3,NA,1.6,NA,2.2,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-42,TNS DEMOSCOPIA,ANTENA 3,2007-05-09,2007-05-09,FALSE,NA,67.5,NA,40.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-19,CIS,NA,2007-04-23,2007-04-29,FALSE,2455,NA,NA,39.6,NA,NA,3,NA,1.6,NA,2.4,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-04-16,2007-04-22,FALSE,1212,75.8,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-53,METROSCOPIA,ABC,2007-04-16,2007-04-18,FALSE,1002,70,NA,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-42,TNS DEMOSCOPIA,ANTENA 3,2007-04-17,2007-04-17,FALSE,NA,67.1,NA,39.8,NA,NA,3.1,NA,1.5,NA,2.2,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,39.6,NA,NA,NA,0.8,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-39,IPSOS,EXPANSIÓN,2007-04-13,2007-04-15,FALSE,NA,69,NA,39.9,NA,NA,3.2,NA,1.7,NA,2.1,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-04-11,2007-04-11,FALSE,1000,NA,NA,43,NA,NA,3.5,NA,1.5,NA,1.8,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-18,SIGMA DOS,EL MUNDO,2007-03-30,2007-04-02,FALSE,800,NA,NA,41.5,NA,NA,3,NA,1.5,NA,1.9,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,EL PAÍS,2007-03-21,2007-03-22,FALSE,1000,NA,NA,42,NA,NA,3.8,NA,1,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-03-12,2007-03-18,FALSE,1203,76.5,NA,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-03-15,2007-03-15,FALSE,1000,NA,NA,43,NA,NA,3.5,NA,1.5,NA,2,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-49,GESOP,EL PERIÓDICO,2007-03-11,2007-03-15,FALSE,1500,NA,NA,41.9,NA,NA,2.9,NA,1.2,NA,1.9,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-57,IBERCONSULTA,LA RAZÓN,2007-03-09,2007-03-14,FALSE,800,NA,NA,38.4,NA,NA,3.4,NA,1.7,NA,2.6,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,42.2,NA,NA,NA,1,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-39,IPSOS,EXPANSIÓN,2007-03-09,2007-03-11,FALSE,NA,68,NA,38.5,NA,NA,3.4,NA,1.7,NA,1.9,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-03-07,2007-03-07,FALSE,1000,NA,NA,43,NA,NA,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-02-23,2007-02-23,FALSE,1000,NA,NA,44,NA,NA,3.6,NA,1.5,NA,1.7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-02-12,2007-02-18,FALSE,1208,73.5,NA,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-23,OPINA,CADENA SER,2007-02-07,2007-02-07,FALSE,NA,NA,NA,43,NA,NA,3,NA,1.5,NA,1.9,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-54,INVYMARK,LA SEXTA,2007-01-29,2007-02-02,FALSE,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-53,METROSCOPIA,ABC,2007-01-29,2007-01-31,FALSE,1001,NA,NA,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-19,CIS,NA,2007-01-22,2007-01-31,FALSE,2472,NA,NA,38.8,NA,NA,3.2,NA,1.4,NA,2,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-52,INTERECONOMÍA,NA,2007-01-25,2007-01-25,FALSE,NA,73.4,NA,38.1,NA,NA,3,NA,1.7,NA,2.1,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-41,ASEP,NA,2007-01-15,2007-01-21,FALSE,1201,75,NA,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2008-03-09,pollster-45,NOXA,LA VANGUARDIA,2007-01-15,2007-01-18,FALSE,1000,NA,NA,42,NA,NA,3.9,NA,1.7,NA,2,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
